UDI,Product ID,p_failure,rank,alert_topk,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
4497,M19356,0.0009875961072471741,5362,False,M,302.5,310.4,1605,36.0,69,0,0,0,0,0,0
4515,L51694,0.0009875961072471741,5363,False,L,302.4,310.3,1479,36.2,115,0,0,0,0,0,0
4525,M19384,0.0009875961072471741,5364,False,M,302.5,310.5,1527,38.8,136,0,0,0,0,0,0
4527,L51706,0.0009875961072471741,5365,False,L,302.4,310.4,1521,38.5,142,0,0,0,0,0,0
4529,L51708,0.0009875961072471741,5366,False,L,302.5,310.5,1507,39.5,147,0,0,0,0,0,0
4530,M19389,0.0009875961072471741,5367,False,M,302.4,310.4,1586,34.3,149,0,0,0,0,0,0
4561,L51740,0.0009875961072471741,5368,False,L,302.7,310.7,1597,41.9,15,0,0,0,0,0,0
4651,L51830,0.0009875961072471741,5369,False,L,303.3,311.4,1658,30.5,7,0,0,0,0,0,0
4654,M19513,0.0009875961072471741,5370,False,M,303.1,311.1,1594,35.5,13,0,0,0,0,0,0
4788,L51967,0.0009875961072471741,5371,False,L,303.7,312.6,1396,44.1,136,0,0,0,0,0,0
4826,L52005,0.0009875961072471741,5372,False,L,303.3,311.8,1692,30.6,18,0,0,0,0,0,0
4839,H34252,0.0009875961072471741,5373,False,H,303.3,311.8,1649,29.4,49,0,0,0,0,0,0
4950,M19809,0.0009875961072471741,5374,False,M,303.8,312.7,1555,33.4,128,0,0,0,0,0,0
5130,M19989,0.0009875961072471741,5375,False,M,304.1,313.3,1725,28.3,177,0,0,0,0,0,0
5178,H34591,0.0009875961072471741,5376,False,H,304.0,313.1,1388,53.2,91,0,0,0,0,0,0
5205,L52384,0.0009875961072471741,5377,False,L,303.7,312.7,1989,22.4,166,0,0,0,0,0,0
5225,L52404,0.0009875961072471741,5378,False,L,303.9,313.2,1590,31.9,5,0,0,0,0,0,0
5239,L52418,0.0009875961072471741,5379,False,L,303.7,313.0,1457,44.1,40,0,0,0,0,0,0
5248,L52427,0.0009875961072471741,5380,False,L,303.6,313.1,1405,38.3,58,0,0,0,0,0,0
5273,M20132,0.0009875961072471741,5381,False,M,303.6,313.0,1396,38.2,117,0,0,0,0,0,0
5274,L52453,0.0009875961072471741,5382,False,L,303.6,313.1,1395,44.1,120,0,0,0,0,0,0
5291,L52470,0.0009875961072471741,5383,False,L,303.9,313.3,1526,40.7,164,0,0,0,0,0,0
5311,L52490,0.0009875961072471741,5384,False,L,303.8,313.0,1427,43.0,0,0,0,0,0,0,0
5340,M20199,0.0009875961072471741,5385,False,M,303.4,312.7,1594,32.8,79,0,0,0,0,0,0
5352,M20211,0.0009875961072471741,5386,False,M,303.5,312.9,1530,34.5,110,0,0,0,0,0,0
5419,L52598,0.0009875961072471741,5387,False,L,302.6,312.4,1398,41.6,40,0,0,0,0,0,0
5442,M20301,0.0009875961072471741,5388,False,M,303.0,312.6,1392,42.9,94,0,0,0,0,0,0
5457,M20316,0.0009875961072471741,5389,False,M,303.1,312.6,1567,32.9,132,0,0,0,0,0,0
5458,M20317,0.0009875961072471741,5390,False,M,303.0,312.5,1602,33.7,135,0,0,0,0,0,0
5504,H34917,0.0009875961072471741,5391,False,H,302.6,312.0,1657,29.3,37,0,0,0,0,0,0
5608,M20467,0.0009875961072471741,5392,False,M,302.9,312.2,1745,25.5,98,0,0,0,0,0,0
5655,L52834,0.0009875961072471741,5393,False,L,302.3,311.6,1544,34.3,0,0,0,0,0,0,0
5658,L52837,0.0009875961072471741,5394,False,L,302.3,311.5,1794,26.1,7,0,0,0,0,0,0
5664,M20523,0.0009875961072471741,5395,False,M,302.3,311.5,1530,42.3,21,0,0,0,0,0,0
5665,M20524,0.0009875961072471741,5396,False,M,302.2,311.4,1539,35.1,24,0,0,0,0,0,0
5670,M20529,0.0009875961072471741,5397,False,M,302.2,311.5,1479,39.5,36,0,0,0,0,0,0
5675,M20534,0.0009875961072471741,5398,False,M,302.2,311.7,1393,42.5,53,0,0,0,0,0,0
5677,L52856,0.0009875961072471741,5399,False,L,302.3,311.8,1565,37.8,59,0,0,0,0,0,0
5740,M20599,0.0009875961072471741,5400,False,M,302.2,311.7,1653,31.4,2,0,0,0,0,0,0
5747,M20606,0.0009875961072471741,5401,False,M,302.1,311.5,1635,31.6,23,0,0,0,0,0,0
5749,M20608,0.0009875961072471741,5402,False,M,302.2,311.7,1576,34.0,28,0,0,0,0,0,0
5759,L52938,0.0009875961072471741,5403,False,L,301.9,311.3,1501,40.8,59,0,0,0,0,0,0
5761,M20620,0.0009875961072471741,5404,False,M,301.9,311.3,1522,35.6,63,0,0,0,0,0,0
5765,L52944,0.0009875961072471741,5405,False,L,301.7,311.2,1589,37.9,75,0,0,0,0,0,0
5779,M20638,0.0009875961072471741,5406,False,M,301.7,311.1,1489,41.4,108,0,0,0,0,0,0
5788,L52967,0.0009875961072471741,5407,False,L,301.7,311.3,1584,38.8,132,0,0,0,0,0,0
5791,M20650,0.0009875961072471741,5408,False,M,301.7,311.2,1563,34.5,139,0,0,0,0,0,0
5792,M20651,0.0009875961072471741,5409,False,M,301.8,311.3,1542,40.1,142,0,0,0,0,0,0
5806,M20665,0.0009875961072471741,5410,False,M,301.4,310.9,1557,39.3,174,0,0,0,0,0,0
5849,L53028,0.0009875961072471741,5411,False,L,301.4,311.3,2323,15.9,50,0,0,0,0,0,0
5868,L53047,0.0009875961072471741,5412,False,L,301.5,311.0,1494,45.3,99,0,0,0,0,0,0
5914,H35327,0.0009875961072471741,5413,False,H,300.7,310.2,1479,52.3,9,0,0,0,0,0,0
5915,L53094,0.0009875961072471741,5414,False,L,300.7,310.3,1592,36.0,14,0,0,0,0,0,0
5916,M20775,0.0009875961072471741,5415,False,M,300.6,310.2,1532,38.7,16,0,0,0,0,0,0
5917,L53096,0.0009875961072471741,5416,False,L,300.6,310.2,1555,41.9,19,0,0,0,0,0,0
5923,L53102,0.0009875961072471741,5417,False,L,300.5,310.3,1435,43.3,31,0,0,0,0,0,0
5930,L53109,0.0009875961072471741,5418,False,L,300.3,310.2,1471,45.2,48,0,0,0,0,0,0
5961,L53140,0.0009875961072471741,5419,False,L,300.5,310.7,1606,33.5,121,0,0,0,0,0,0
5964,H35377,0.0009875961072471741,5420,False,H,300.4,310.7,1656,36.3,127,0,0,0,0,0,0
6001,H35414,0.0009875961072471741,5421,False,H,300.4,310.2,1431,43.2,0,0,0,0,0,0,0
6140,L53319,0.0009875961072471741,5422,False,L,300.8,310.7,1586,33.4,142,0,0,0,0,0,0
6233,L53412,0.0009875961072471741,5423,False,L,301.3,311.0,1576,30.4,151,0,0,0,0,0,0
6281,M21140,0.0009875961072471741,5424,False,M,301.2,310.7,1527,41.1,53,0,0,0,0,0,0
6302,M21161,0.0009875961072471741,5425,False,M,301.2,310.6,1576,39.6,109,0,0,0,0,0,0
6306,M21165,0.0009875961072471741,5426,False,M,301.1,310.5,1603,32.6,121,0,0,0,0,0,0
6307,L53486,0.0009875961072471741,5427,False,L,301.0,310.4,1563,34.4,124,0,0,0,0,0,0
6311,L53490,0.0009875961072471741,5428,False,L,300.9,310.1,2090,17.8,133,0,0,0,0,0,0
6313,M21172,0.0009875961072471741,5429,False,M,300.9,310.2,1533,38.1,137,0,0,0,0,0,0
6315,M21174,0.0009875961072471741,5430,False,M,301.0,310.4,1793,25.0,142,0,0,0,0,0,0
6326,L53505,0.0009875961072471741,5431,False,L,300.7,310.1,1721,32.3,170,0,0,0,0,0,0
6361,L53540,0.0009875961072471741,5432,False,L,300.1,309.7,1441,40.1,46,0,0,0,0,0,0
6363,L53542,0.0009875961072471741,5433,False,L,300.0,309.6,1738,28.7,51,0,0,0,0,0,0
6380,L53559,0.0009875961072471741,5434,False,L,300.1,309.7,1485,45.9,100,0,0,0,0,0,0
6422,L53601,0.0009875961072471741,5435,False,L,300.3,309.9,1527,41.4,2,0,0,0,0,0,0
6434,L53613,0.0009875961072471741,5436,False,L,300.3,309.9,1570,34.0,31,0,0,0,0,0,0
6435,M21294,0.0009875961072471741,5437,False,M,300.3,309.9,1494,38.5,33,0,0,0,0,0,0
6436,L53615,0.0009875961072471741,5438,False,L,300.3,309.9,1621,34.1,36,0,0,0,0,0,0
6462,L53641,0.0009875961072471741,5439,False,L,300.6,310.0,1505,35.9,95,0,0,0,0,0,0
6508,L53687,0.0009875961072471741,5440,False,L,301.0,310.1,1558,32.6,0,0,0,0,0,0,0
6510,L53689,0.0009875961072471741,5441,False,L,301.1,310.1,1564,36.8,7,0,0,0,0,0,0
6514,L53693,0.0009875961072471741,5442,False,L,301.1,310.0,1513,38.0,17,0,0,0,0,0,0
6515,L53694,0.0009875961072471741,5443,False,L,301.0,309.9,1507,41.8,19,0,0,0,0,0,0
6527,L53706,0.0009875961072471741,5444,False,L,301.2,310.4,1515,38.4,51,0,0,0,0,0,0
6530,L53709,0.0009875961072471741,5445,False,L,301.3,310.6,1481,40.9,57,0,0,0,0,0,0
6544,L53723,0.0009875961072471741,5446,False,L,301.4,310.8,1698,29.6,99,0,0,0,0,0,0
6548,L53727,0.0009875961072471741,5447,False,L,301.4,310.8,1740,29.2,110,0,0,0,0,0,0
6552,L53731,0.0009875961072471741,5448,False,L,301.4,310.7,1616,36.5,121,0,0,0,0,0,0
6558,M21417,0.0009875961072471741,5449,False,M,301.5,310.6,1638,31.9,137,0,0,0,0,0,0
6592,L53771,0.0009875961072471741,5450,False,L,301.7,310.7,2023,20.9,5,0,0,0,0,0,0
6605,M21464,0.0009875961072471741,5451,False,M,301.5,310.6,1573,37.4,37,0,0,0,0,0,0
6609,M21468,0.0009875961072471741,5452,False,M,301.5,310.4,1593,36.8,50,0,0,0,0,0,0
6646,M21505,0.0009875961072471741,5453,False,M,301.5,310.4,1486,39.6,144,0,0,0,0,0,0
6687,L53866,0.0009875961072471741,5454,False,L,301.7,311.0,1715,24.8,17,0,0,0,0,0,0
6689,L53868,0.0009875961072471741,5455,False,L,301.7,311.0,1548,40.3,21,0,0,0,0,0,0
6698,L53877,0.0009875961072471741,5456,False,L,301.6,310.9,1643,34.1,44,0,0,0,0,0,0
6700,M21559,0.0009875961072471741,5457,False,M,301.7,310.8,1516,40.4,48,0,0,0,0,0,0
6702,L53881,0.0009875961072471741,5458,False,L,301.6,310.9,1623,34.1,56,0,0,0,0,0,0
6705,M21564,0.0009875961072471741,5459,False,M,301.5,310.7,1510,36.0,64,0,0,0,0,0,0
6719,L53898,0.0009875961072471741,5460,False,L,301.4,310.6,2137,18.0,99,0,0,0,0,0,0
6744,L53923,0.0009875961072471741,5461,False,L,301.7,311.2,1418,38.0,166,0,0,0,0,0,0
6771,M21630,0.0009875961072471741,5462,False,M,301.3,310.8,1509,40.1,25,0,0,0,0,0,0
6778,L53957,0.0009875961072471741,5463,False,L,301.2,310.7,1951,21.3,44,0,0,0,0,0,0
6779,M21638,0.0009875961072471741,5464,False,M,301.3,310.7,1819,25.5,46,0,0,0,0,0,0
6781,L53960,0.0009875961072471741,5465,False,L,301.3,310.8,1560,38.5,52,0,0,0,0,0,0
6782,M21641,0.0009875961072471741,5466,False,M,301.3,310.8,1494,35.3,54,0,0,0,0,0,0
6807,L53986,0.0009875961072471741,5467,False,L,301.1,310.8,1608,32.9,119,0,0,0,0,0,0
6811,L53990,0.0009875961072471741,5468,False,L,301.0,310.7,1727,34.5,127,0,0,0,0,0,0
6854,L54033,0.0009875961072471741,5469,False,L,300.9,311.1,1417,40.7,24,0,0,0,0,0,0
6909,L54088,0.0009875961072471741,5470,False,L,300.9,311.3,1613,32.7,170,0,0,0,0,0,0
6993,L54172,0.0009875961072471741,5471,False,L,300.7,311.0,1596,36.9,174,0,0,0,0,0,0
7056,L54235,0.0009875961072471741,5472,False,L,300.8,310.6,1663,30.6,139,0,0,0,0,0,0
7057,M21916,0.0009875961072471741,5473,False,M,300.8,310.5,1409,50.6,141,0,0,0,0,0,0
7093,L54272,0.0009875961072471741,5474,False,L,300.7,310.2,1493,35.9,10,0,0,0,0,0,0
7100,M21959,0.0009875961072471741,5475,False,M,300.7,310.2,1373,44.1,28,0,0,0,0,0,0
7130,L54309,0.0009875961072471741,5476,False,L,300.6,310.0,1635,31.0,107,0,0,0,0,0,0
7173,M22032,0.0009875961072471741,5477,False,M,300.1,310.1,1402,46.6,10,0,0,0,0,0,0
7239,L54418,0.0009875961072471741,5478,False,L,299.8,310.0,1697,36.0,175,0,0,0,0,0,0
7257,H36670,0.0009875961072471741,5479,False,H,300.2,310.3,1408,42.5,0,0,0,0,0,0,0
7293,M22152,0.0009875961072471741,5480,False,M,300.1,310.4,1556,38.1,92,0,0,0,0,0,0
7310,L54489,0.0009875961072471741,5481,False,L,300.0,310.4,1505,44.9,133,0,0,0,0,0,0
7341,L54520,0.0009875961072471741,5482,False,L,299.7,310.3,1386,46.6,2,0,0,0,0,0,0
7384,M22243,0.0009875961072471741,5483,False,M,299.7,310.4,1410,44.5,105,0,0,0,0,0,0
7475,L54654,0.0009875961072471741,5484,False,L,300.3,311.7,1989,22.3,121,0,0,0,0,0,0
7491,M22350,0.0009875961072471741,5485,False,M,300.4,311.8,1707,30.0,165,0,0,0,0,0,0
7516,M22375,0.0009875961072471741,5486,False,M,300.4,311.9,1335,58.3,9,0,0,0,0,0,0
7550,L54729,0.0009875961072471741,5487,False,L,300.3,311.4,1544,41.6,97,0,0,0,0,0,0
7636,L54815,0.0009875961072471741,5488,False,L,300.3,311.4,1526,38.5,101,0,0,0,0,0,0
7637,L54816,0.0009875961072471741,5489,False,L,300.4,311.5,1704,29.7,103,0,0,0,0,0,0
7641,L54820,0.0009875961072471741,5490,False,L,300.4,311.3,1608,35.1,114,0,0,0,0,0,0
7648,L54827,0.0009875961072471741,5491,False,L,300.4,311.4,1728,31.7,133,0,0,0,0,0,0
7743,M22602,0.0009875961072471741,5492,False,M,300.5,311.9,1323,57.9,155,0,0,0,0,0,0
7768,H37181,0.0009875961072471741,5493,False,H,300.2,311.4,1319,54.6,15,0,0,0,0,0,0
7800,L54979,0.0009875961072471741,5494,False,L,300.0,311.4,1374,41.9,96,0,0,0,0,0,0
7834,L55013,0.0009875961072471741,5495,False,L,300.0,311.4,1604,38.7,185,0,0,0,0,0,0
7863,M22722,0.0009875961072471741,5496,False,M,300.5,312.0,1382,54.1,27,0,0,0,0,0,0
7900,L55079,0.0009875961072471741,5497,False,L,300.9,312.4,1364,52.5,125,0,0,0,0,0,0
8019,L55198,0.0009875961072471741,5498,False,L,301.0,311.9,1889,23.5,198,0,0,0,0,0,0
8083,H37496,0.0009875961072471741,5499,False,H,300.1,311.5,1422,46.2,134,0,0,0,0,0,0
8091,L55270,0.0009875961072471741,5500,False,L,300.1,311.4,1910,23.0,153,0,0,0,0,0,0
8131,H37544,0.0009875961072471741,5501,False,H,300.0,311.2,1393,43.1,45,0,0,0,0,0,0
8152,L55331,0.0009875961072471741,5502,False,L,299.5,310.7,1472,40.9,104,0,0,0,0,0,0
8154,L55333,0.0009875961072471741,5503,False,L,299.6,310.8,1507,42.4,108,0,0,0,0,0,0
8156,L55335,0.0009875961072471741,5504,False,L,299.5,310.8,1283,52.4,112,0,0,0,0,0,0
8165,L55344,0.0009875961072471741,5505,False,L,299.6,310.9,1472,40.9,137,0,0,0,0,0,0
8186,L55365,0.0009875961072471741,5506,False,L,299.7,311.1,1554,41.0,192,0,0,0,0,0,0
8215,L55394,0.0009875961072471741,5507,False,L,299.2,310.5,1391,45.8,38,0,0,0,0,0,0
8242,M23101,0.0009875961072471741,5508,False,M,298.9,310.2,2099,20.0,98,0,0,0,0,0,0
8249,L55428,0.0009875961072471741,5509,False,L,298.9,310.3,1456,44.1,118,0,0,0,0,0,0
8250,L55429,0.0009875961072471741,5510,False,L,299.0,310.4,1524,39.8,120,0,0,0,0,0,0
8252,L55431,0.0009875961072471741,5511,False,L,299.0,310.4,1981,21.2,125,0,0,0,0,0,0
8257,H37670,0.0009875961072471741,5512,False,H,299.0,310.5,1336,56.8,136,0,0,0,0,0,0
8259,L55438,0.0009875961072471741,5513,False,L,299.1,310.6,1602,39.7,144,0,0,0,0,0,0
8260,L55439,0.0009875961072471741,5514,False,L,299.1,310.5,1471,38.4,146,0,0,0,0,0,0
8286,L55465,0.0009875961072471741,5515,False,L,298.9,310.6,1387,52.7,2,0,0,0,0,0,0
8309,L55488,0.0009875961072471741,5516,False,L,298.7,310.1,1401,45.3,67,0,0,0,0,0,0
8311,L55490,0.0009875961072471741,5517,False,L,298.7,309.9,1465,39.7,72,0,0,0,0,0,0
8318,L55497,0.0009875961072471741,5518,False,L,298.7,309.7,1667,30.4,92,0,0,0,0,0,0
8319,H37732,0.0009875961072471741,5519,False,H,298.7,309.7,1565,39.3,94,0,0,0,0,0,0
8324,H37737,0.0009875961072471741,5520,False,H,298.7,309.5,1453,40.4,108,0,0,0,0,0,0
8327,H37740,0.0009875961072471741,5521,False,H,298.6,309.5,1523,34.2,119,0,0,0,0,0,0
8339,L55518,0.0009875961072471741,5522,False,L,298.8,309.7,1740,28.5,152,0,0,0,0,0,0
8359,L55538,0.0009875961072471741,5523,False,L,298.7,309.7,1547,37.4,0,0,0,0,0,0,0
8374,M23233,0.0009875961072471741,5524,False,M,298.7,309.7,1362,50.5,34,0,0,0,0,0,0
8383,L55562,0.0009875961072471741,5525,False,L,298.9,310.0,1719,27.3,58,0,0,0,0,0,0
8396,M23255,0.0009875961072471741,5526,False,M,298.5,309.5,1483,44.8,92,0,0,0,0,0,0
8397,H37810,0.0009875961072471741,5527,False,H,298.6,309.6,1593,33.3,95,0,0,0,0,0,0
8407,M23266,0.0009875961072471741,5528,False,M,298.4,309.5,1344,45.3,122,0,0,0,0,0,0
8425,L55604,0.0009875961072471741,5529,False,L,299.1,310.6,1380,44.7,170,0,0,0,0,0,0
8427,L55606,0.0009875961072471741,5530,False,L,299.1,310.5,1628,35.9,174,0,0,0,0,0,0
8433,L55612,0.0009875961072471741,5531,False,L,298.8,310.0,1537,39.9,190,0,0,0,0,0,0
8450,L55629,0.0009875961072471741,5532,False,L,298.4,309.9,1725,27.8,21,0,0,0,0,0,0
8471,L55650,0.0009875961072471741,5533,False,L,298.7,309.9,1464,38.0,74,0,0,0,0,0,0
8481,L55660,0.0009875961072471741,5534,False,L,298.4,309.6,1477,35.6,101,0,0,0,0,0,0
8484,L55663,0.0009875961072471741,5535,False,L,298.3,309.4,1618,31.5,108,0,0,0,0,0,0
8505,L55684,0.0009875961072471741,5536,False,L,298.4,309.7,1419,41.3,159,0,0,0,0,0,0
8511,L55690,0.0009875961072471741,5537,False,L,298.3,309.7,1484,44.3,173,0,0,0,0,0,0
8512,L55691,0.0009875961072471741,5538,False,L,298.4,309.7,1457,44.2,175,0,0,0,0,0,0
8528,L55707,0.0009875961072471741,5539,False,L,298.4,309.3,1531,37.4,16,0,0,0,0,0,0
8544,M23403,0.0009875961072471741,5540,False,M,298.5,309.4,1365,48.7,56,0,0,0,0,0,0
8562,L55741,0.0009875961072471741,5541,False,L,298.2,308.9,1332,44.4,100,0,0,0,0,0,0
8623,L55802,0.0009875961072471741,5542,False,L,297.5,308.3,1437,42.3,29,0,0,0,0,0,0
8626,L55805,0.0009875961072471741,5543,False,L,297.4,308.3,1632,33.5,39,0,0,0,0,0,0
8648,L55827,0.0009875961072471741,5544,False,L,297.5,308.5,1530,38.5,93,0,0,0,0,0,0
8666,L55845,0.0009875961072471741,5545,False,L,297.6,308.7,1365,50.6,143,0,0,0,0,0,0
8675,M23534,0.0009875961072471741,5546,False,M,297.4,308.6,1528,29.1,163,0,0,0,0,0,0
8746,L55925,0.0009875961072471741,5547,False,L,297.4,308.6,1411,46.3,138,0,0,0,0,0,0
8749,L55928,0.0009875961072471741,5548,False,L,297.3,308.5,1384,39.6,144,0,0,0,0,0,0
8777,L55956,0.0009875961072471741,5549,False,L,297.5,308.6,1352,52.6,12,0,0,0,0,0,0
8815,L55994,0.0009875961072471741,5550,False,L,297.2,308.4,1462,51.2,102,0,0,0,0,0,0
8816,H38229,0.0009875961072471741,5551,False,H,297.3,308.5,1435,55.0,104,0,0,0,0,0,0
8818,H38231,0.0009875961072471741,5552,False,H,297.3,308.6,1376,53.5,112,0,0,0,0,0,0
8875,L56054,0.0009875961072471741,5553,False,L,298.1,309.3,1443,45.3,70,0,0,0,0,0,0
8893,L56072,0.0009875961072471741,5554,False,L,297.6,308.8,1475,43.0,119,0,0,0,0,0,0
8902,L56081,0.0009875961072471741,5555,False,L,297.3,308.6,1446,50.1,144,0,0,0,0,0,0
8921,L56100,0.0009875961072471741,5556,False,L,297.1,308.3,1496,45.8,190,0,0,0,0,0,0
8980,M23839,0.0009875961072471741,5557,False,M,296.9,307.5,1332,51.1,121,0,0,0,0,0,0
8981,L56160,0.0009875961072471741,5558,False,L,297.0,307.6,1513,42.4,124,0,0,0,0,0,0
8988,L56167,0.0009875961072471741,5559,False,L,297.2,307.9,1580,35.8,140,0,0,0,0,0,0
8990,L56169,0.0009875961072471741,5560,False,L,297.2,307.9,1469,48.2,144,0,0,0,0,0,0
9000,L56179,0.0009875961072471741,5561,False,L,297.1,307.9,1492,39.4,171,0,0,0,0,0,0
9030,L56209,0.0009875961072471741,5562,False,L,297.4,308.3,1483,38.8,23,0,0,0,0,0,0
9146,L56325,0.0009875961072471741,5563,False,L,297.6,308.5,1574,37.1,121,0,0,0,0,0,0
9153,L56332,0.0009875961072471741,5564,False,L,297.5,308.6,1260,53.6,137,0,0,0,0,0,0
9169,H38582,0.0009875961072471741,5565,False,H,297.6,308.8,1385,44.4,181,0,0,0,0,0,0
9188,L56367,0.0009875961072471741,5566,False,L,297.9,309.0,1379,47.3,28,0,0,0,0,0,0
9195,L56374,0.0009875961072471741,5567,False,L,297.9,308.9,1393,40.6,45,0,0,0,0,0,0
9226,L56405,0.0009875961072471741,5568,False,L,298.0,309.1,1820,23.6,120,0,0,0,0,0,0
9227,L56406,0.0009875961072471741,5569,False,L,298.0,309.1,1822,23.5,122,0,0,0,0,0,0
9228,L56407,0.0009875961072471741,5570,False,L,298.0,309.1,1473,44.3,124,0,0,0,0,0,0
9230,M24089,0.0009875961072471741,5571,False,M,298.1,309.0,2042,17.8,129,0,0,0,0,0,0
9235,L56414,0.0009875961072471741,5572,False,L,298.3,309.1,1904,20.3,140,0,0,0,0,0,0
9237,L56416,0.0009875961072471741,5573,False,L,298.1,308.7,1556,31.6,145,0,0,0,0,0,0
9263,M24122,0.0009875961072471741,5574,False,M,298.3,309.1,1404,47.0,15,0,0,0,0,0,0
9276,L56455,0.0009875961072471741,5575,False,L,298.2,308.7,1605,29.4,47,0,0,0,0,0,0
9294,L56473,0.0009875961072471741,5576,False,L,298.3,309.1,1437,38.0,93,0,0,0,0,0,0
9295,L56474,0.0009875961072471741,5577,False,L,298.1,309.0,1437,36.2,95,0,0,0,0,0,0
9301,L56480,0.0009875961072471741,5578,False,L,298.1,308.9,1367,41.9,113,0,0,0,0,0,0
9304,L56483,0.0009875961072471741,5579,False,L,298.2,309.0,1491,38.3,121,0,0,0,0,0,0
9305,L56484,0.0009875961072471741,5580,False,L,298.3,309.1,1537,43.0,123,0,0,0,0,0,0
9310,L56489,0.0009875961072471741,5581,False,L,298.3,309.2,1562,37.6,137,0,0,0,0,0,0
9311,L56490,0.0009875961072471741,5582,False,L,298.4,309.3,1549,40.8,139,0,0,0,0,0,0
9312,L56491,0.0009875961072471741,5583,False,L,298.4,309.4,1540,43.2,141,0,0,0,0,0,0
9316,L56495,0.0009875961072471741,5584,False,L,298.5,309.5,1569,41.0,153,0,0,0,0,0,0
9324,L56503,0.0009875961072471741,5585,False,L,298.6,309.4,1447,40.2,173,0,0,0,0,0,0
9357,L56536,0.0009875961072471741,5586,False,L,298.3,308.9,1270,52.7,44,0,0,0,0,0,0
9423,L56602,0.0009875961072471741,5587,False,L,298.1,308.5,1665,29.6,20,0,0,0,0,0,0
9426,M24285,0.0009875961072471741,5588,False,M,298.1,308.6,1415,46.3,27,0,0,0,0,0,0
9455,L56634,0.0009875961072471741,5589,False,L,298.4,309.2,1583,35.4,112,0,0,0,0,0,0
9459,L56638,0.0009875961072471741,5590,False,L,298.4,309.1,1417,40.6,121,0,0,0,0,0,0
9460,L56639,0.0009875961072471741,5591,False,L,298.4,309.1,1579,36.1,123,0,0,0,0,0,0
9463,L56642,0.0009875961072471741,5592,False,L,298.5,309.3,1570,40.1,131,0,0,0,0,0,0
9467,L56646,0.0009875961072471741,5593,False,L,298.6,309.4,1471,48.0,141,0,0,0,0,0,0
9468,L56647,0.0009875961072471741,5594,False,L,298.6,309.3,1702,27.6,143,0,0,0,0,0,0
9474,L56653,0.0009875961072471741,5595,False,L,298.7,309.5,1446,40.0,160,0,0,0,0,0,0
9500,L56679,0.0009875961072471741,5596,False,L,299.2,310.1,1534,37.7,10,0,0,0,0,0,0
9503,L56682,0.0009875961072471741,5597,False,L,299.3,310.2,1495,49.2,16,0,0,0,0,0,0
9526,L56705,0.0009875961072471741,5598,False,L,299.1,310.3,1411,42.1,74,0,0,0,0,0,0
9529,M24388,0.0009875961072471741,5599,False,M,299.1,310.3,1233,59.0,81,0,0,0,0,0,0
9544,M24403,0.0009875961072471741,5600,False,M,299.5,310.9,1378,48.7,119,0,0,0,0,0,0
9546,L56725,0.0009875961072471741,5601,False,L,299.6,311.0,1430,38.3,124,0,0,0,0,0,0
9552,L56731,0.0009875961072471741,5602,False,L,299.4,310.8,1391,48.9,139,0,0,0,0,0,0
9554,L56733,0.0009875961072471741,5603,False,L,299.3,310.7,1495,39.2,144,0,0,0,0,0,0
9569,L56748,0.0009875961072471741,5604,False,L,299.8,311.1,1588,38.0,183,0,0,0,0,0,0
9583,M24442,0.0009875961072471741,5605,False,M,299.3,310.5,1404,47.5,12,0,0,0,0,0,0
9612,L56791,0.0009875961072471741,5606,False,L,299.0,310.2,1432,42.2,87,0,0,0,0,0,0
9623,L56802,0.0009875961072471741,5607,False,L,298.9,310.0,1794,27.2,114,0,0,0,0,0,0
9626,M24485,0.0009875961072471741,5608,False,M,299.0,310.1,1487,47.5,123,0,0,0,0,0,0
9631,L56810,0.0009875961072471741,5609,False,L,299.0,310.1,1583,35.8,142,0,0,0,0,0,0
9644,L56823,0.0009875961072471741,5610,False,L,299.4,310.4,1509,40.6,175,0,0,0,0,0,0
9676,M24535,0.0009875961072471741,5611,False,M,299.0,310.2,1298,57.2,10,0,0,0,0,0,0
9694,L56873,0.0009875961072471741,5612,False,L,298.9,310.0,1693,28.8,56,0,0,0,0,0,0
9706,L56885,0.0009875961072471741,5613,False,L,298.9,310.0,1482,41.1,82,0,0,0,0,0,0
9724,L56903,0.0009875961072471741,5614,False,L,298.8,309.8,1599,33.6,131,0,0,0,0,0,0
9726,M24585,0.0009875961072471741,5615,False,M,298.7,309.7,1629,27.9,136,0,0,0,0,0,0
9731,L56910,0.0009875961072471741,5616,False,L,298.8,310.0,1528,36.7,147,0,0,0,0,0,0
9740,L56919,0.0009875961072471741,5617,False,L,298.9,310.0,1515,42.9,170,0,0,0,0,0,0
9750,H39163,0.0009875961072471741,5618,False,H,298.8,310.1,1483,45.4,192,0,0,0,0,0,0
9768,L56947,0.0009875961072471741,5619,False,L,298.6,309.6,1563,35.0,21,0,0,0,0,0,0
9793,H39206,0.0009875961072471741,5620,False,H,298.5,309.4,1573,36.0,97,0,0,0,0,0,0
9799,L56978,0.0009875961072471741,5621,False,L,298.5,309.3,1471,44.7,119,0,0,0,0,0,0
9805,L56984,0.0009875961072471741,5622,False,L,298.4,309.1,1467,42.5,139,0,0,0,0,0,0
9837,M24696,0.0009875961072471741,5623,False,M,298.4,309.3,1390,53.6,5,0,0,0,0,0,0
